Age,Gender,Education Level,Job Title,Years of Experience,Salary
31,0,2,Financial Analyst,6,100000.0
27,1,1,Social Media Manager,3,55000.0
33,0,3,Research Scientist,10,150000.0
23,1,0,Receptionist,0,25000.0
38,0,1,Product Manager,13,160000.0
39,1,2,Marketing Manager,14,170000.0
26,0,1,Junior Software Engineer,1,55000.0
30,1,1,Marketing Coordinator,4,65000.0
28,0,1,Product Designer,3,60000.0
35,1,3,Research Director,11,160000.0
27,0,1,Marketing Analyst,2,50000.0
32,1,2,Financial Manager,8,120000.0
26,0,1,Junior Software Engineer,1,55000.0
30,1,1,Marketing Coordinator,4,65000.0
28,0,1,Product Designer,3,60000.0
35,1,3,Research Director,11,160000.0
27,0,1,Marketing Analyst,2,50000.0
32,1,2,Financial Manager,8,120000.0
28,0,1,Software Engineer,3,85000.0
36,1,2,Marketing Director,11,160000.0
25,0,1,Financial Analyst,1,55000.0
29,1,3,Data Scientist,5,100000.0
33,0,1,Project Manager,8,120000.0
27,1,1,Graphic Designer,2,50000.0
43,0,2,Senior Software Engineer,19,185000.0
30,1,1,Digital Marketing Specialist,4,65000.0
34,0,1,Marketing Manager,9,130000.0
25,1,0,Sales Associate,0,25000.0
31,0,2,Financial Analyst,6,100000.0
27,1,1,Social Media Manager,3,55000.0
33,0,3,Research Scientist,10,150000.0
23,1,0,Receptionist,0,25000.0
38,0,1,Product Manager,13,160000.0
39,1,2,Marketing Manager,14,170000.0
26,0,1,Junior Software Engineer,1,55000.0
30,1,1,Marketing Coordinator,4,65000.0
28,0,1,Product Designer,3,60000.0
35,1,3,Research Director,11,160000.0
27,0,1,Marketing Analyst,2,50000.0
32,1,2,Financial Manager,8,120000.0
26,0,1,Junior Software Engineer,1,55000.0
30,1,1,Marketing Coordinator,4,65000.0
28,0,1,Product Designer,3,60000.0
35,1,3,Research Director,11,160000.0
27,0,1,Marketing Analyst,2,50000.0
32,1,2,Financial Manager,8,120000.0
28,0,1,Software Engineer,3,85000.0
36,1,2,Marketing Director,11,160000.0
25,0,1,Financial Analyst,1,55000.0
29,1,3,Data Scientist,5,100000.0
33,0,1,Project Manager,8,120000.0
27,1,1,Graphic Designer,2,50000.0
43,0,2,Senior Software Engineer,19,185000.0
30,1,1,Digital Marketing Specialist,4,65000.0
34,0,1,Marketing Manager,9,130000.0
25,1,0,Sales Associate,0,25000.0
31,0,2,Financial Analyst,6,100000.0
27,1,1,Social Media Manager,3,55000.0
33,0,3,Research Scientist,10,150000.0
27,0,1,Software Engineer,3,85000.0
35,1,2,Marketing Director,11,160000.0
24,0,1,Financial Analyst,1,55000.0
28,1,3,Data Scientist,5,100000.0
32,0,1,Project Manager,8,120000.0
26,1,1,Graphic Designer,2,50000.0
41,0,2,Senior Software Engineer,19,185000.0
29,1,1,Digital Marketing Specialist,4,65000.0
33,0,1,Marketing Manager,9,130000.0
24,1,0,Sales Associate,0,25000.0
30,0,2,Financial Analyst,6,100000.0
26,1,1,Social Media Manager,3,55000.0
32,0,3,Research Scientist,10,150000.0
22,1,0,Receptionist,0,25000.0
37,0,1,Product Manager,13,160000.0
38,1,2,Marketing Manager,14,170000.0
27,0,1,Junior Software Engineer,1,55000.0
31,1,1,Marketing Coordinator,4,65000.0
29,0,1,Product Designer,3,60000.0
34,1,3,Research Director,11,160000.0
26,0,1,Marketing Analyst,2,50000.0
31,1,2,Financial Manager,8,120000.0
27,0,1,Junior Software Engineer,1,55000.0
31,1,1,Marketing Coordinator,4,65000.0
29,0,1,Product Designer,3,60000.0
34,1,3,Research Director,11,160000.0
26,0,1,Marketing Analyst,2,50000.0
31,1,2,Financial Manager,8,120000.0
27,0,1,Software Engineer,3,85000.0
35,1,2,Marketing Director,11,160000.0
24,0,1,Financial Analyst,1,55000.0
28,1,3,Data Scientist,5,100000.0
32,0,1,Project Manager,8,120000.0
26,1,1,Graphic Designer,2,50000.0
41,0,2,Senior Software Engineer,19,185000.0
29,1,1,Digital Marketing Specialist,4,65000.0
33,0,1,Marketing Manager,9,130000.0
24,1,0,Sales Associate,0,25000.0
30,0,2,Financial Analyst,6,100000.0
26,1,1,Social Media Manager,3,55000.0
32,0,3,Research Scientist,10,150000.0
22,1,0,Receptionist,0,25000.0
37,0,1,Product Manager,13,160000.0
38,1,2,Marketing Manager,14,170000.0
27,0,1,Junior Software Engineer,1,55000.0
31,1,1,Marketing Coordinator,4,65000.0
29,0,1,Product Designer,3,60000.0
34,1,3,Research Director,11,160000.0
26,0,1,Marketing Analyst,2,50000.0
31,1,2,Financial Manager,8,120000.0
27,0,1,Junior Software Engineer,1,55000.0
31,1,1,Marketing Coordinator,4,65000.0
29,0,1,Product Designer,3,60000.0
34,1,3,Research Director,11,160000.0
26,0,1,Marketing Analyst,2,50000.0
31,1,2,Financial Manager,8,120000.0
27,0,1,Software Engineer,3,85000.0
35,1,2,Marketing Director,11,160000.0
24,0,1,Financial Analyst,1,55000.0
28,1,3,Data Scientist,5,100000.0
32,0,1,Project Manager,8,120000.0
26,1,1,Graphic Designer,2,50000.0
41,0,2,Senior Software Engineer,19,185000.0
29,1,1,Digital Marketing Specialist,4,65000.0
33,0,1,Marketing Manager,9,130000.0
24,1,0,Sales Associate,0,25000.0
30,0,2,Financial Analyst,6,100000.0
26,1,1,Social Media Manager,3,55000.0
32,0,3,Research Scientist,10,150000.0
22,1,0,Receptionist,0,25000.0
37,0,1,Product Manager,13,160000.0
38,1,2,Marketing Manager,14,170000.0
27,0,1,Junior Software Engineer,1,55000.0
31,1,1,Marketing Coordinator,4,65000.0
29,0,1,Product Designer,3,60000.0
34,1,3,Research Director,11,160000.0
26,0,1,Marketing Analyst,2,50000.0
31,1,2,Financial Manager,8,120000.0
27,0,1,Junior Software Engineer,1,55000.0
31,1,1,Marketing Coordinator,4,65000.0
29,0,1,Product Designer,3,60000.0
34,1,3,Research Director,11,160000.0
26,0,1,Marketing Analyst,2,50000.0
31,1,2,Financial Manager,8,120000.0
27,0,1,Software Engineer,3,85000.0
35,1,2,Marketing Director,11,160000.0
24,0,1,Financial Analyst,1,55000.0
28,1,3,Data Scientist,5,100000.0
32,0,1,Project Manager,8,120000.0
26,1,1,Graphic Designer,2,50000.0
41,0,2,Senior Software Engineer,19,185000.0
29,1,1,Digital Marketing Specialist,4,65000.0
33,0,1,Marketing Manager,9,130000.0
24,1,0,Sales Associate,0,25000.0
30,0,2,Financial Analyst,6,100000.0
26,1,1,Social Media Manager,3,55000.0
32,0,3,Research Scientist,10,150000.0
22,1,0,Receptionist,0,25000.0
37,0,1,Product Manager,13,160000.0
38,1,2,Marketing Manager,14,170000.0
27,0,1,Junior Software Engineer,1,55000.0
31,1,1,Marketing Coordinator,4,65000.0
29,0,1,Product Designer,3,60000.0
34,1,3,Research Director,11,160000.0
26,0,1,Marketing Analyst,2,50000.0
31,1,2,Financial Manager,8,120000.0
27,0,1,Junior Software Engineer,1,55000.0
31,1,1,Marketing Coordinator,4,65000.0
29,0,1,Product Designer,3,60000.0
34,1,3,Research Director,11,160000.0
26,0,1,Marketing Analyst,2,50000.0
31,1,2,Financial Manager,8,120000.0
27,0,1,Software Engineer,3,85000.0
35,1,2,Marketing Director,11,160000.0
24,0,1,Financial Analyst,1,55000.0
28,1,3,Data Scientist,5,100000.0
32,0,1,Project Manager,8,120000.0
26,1,1,Graphic Designer,2,50000.0
41,0,2,Senior Software Engineer,19,185000.0
29,1,1,Digital Marketing Specialist,4,65000.0
33,0,1,Marketing Manager,9,130000.0
24,1,0,Sales Associate,0,25000.0
30,0,2,Financial Analyst,6,100000.0
26,1,1,Social Media Man,7,100000.0
31,0,1,Software Engineer,7,120000.0
26,1,1,Graphic Designer,2,50000.0
33,0,2,Marketing Manager,9,130000.0
29,1,0,Customer Service Representative,3,35000.0
36,0,3,Research Scientist,13,160000.0
27,1,1,Marketing Coordinator,2,50000.0
31,0,1,Project Manager,6,100000.0
28,1,2,Financial Analyst,4,80000.0
25,0,1,Software Engineer,1,60000.0
30,1,1,Sales Manager,5,90000.0
34,0,3,Research Director,11,170000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,180000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,50000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,160000.0
25,0,1,Product Manager,1,55000.0
30,1,1,Marketing Coordinator,5,85000.0
34,0,3,Research Director,11,170000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,180000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,50000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,160000.0
25,0,1,Product Manager,1,55000.0
30,1,1,Marketing Coordinator,5,85000.0
34,0,3,Research Director,11,170000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,180000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,50000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,160000.0
25,0,1,Product Manager,1,55000.0
30,1,1,Marketing Coordinator,5,85000.0
34,0,3,Research Director,11,170000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,180000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,50000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,160000.0
25,0,1,Product Manager,1,55000.0
30,1,1,Marketing Coordinator,5,85000.0
34,0,3,Research Director,11,170000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,180000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,50000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,160000.0
25,0,1,Product Manager,1,55000.0
30,1,1,Marketing Coordinator,5,85000.0
34,0,3,Research Director,11,170000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,180000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,50000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,160000.0
25,0,1,Product Manager,1,55000.0
30,1,1,Marketing Coordinator,5,85000.0
34,0,3,Research Director,11,170000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,180000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,50000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,160000.0
25,0,1,Product Manager,1,55000.0
30,1,1,Marketing Coordinator,5,85000.0
34,0,3,Research Director,11,170000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,180000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,50000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,160000.0
25,0,1,Product Manager,1,55000.0
30,1,1,Marketing Coordinator,5,85000.0
34,0,3,Research Director,11,170000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,180000.0
28,1,1,Marketing Coordinator,3,60000.0
33,0,2,Software Engineer,9,120000.0
26,1,1,Graphic Designer,1,45000.0
29,0,1,Product Manager,5,80000.0
35,1,3,Research Scientist,11,150000.0
27,0,1,Software Engineer,2,65000.0
31,1,1,Marketing Manager,7,100000.0
28,0,2,Financial Analyst,4,90000.0
24,1,1,Marketing Analyst,0,40000.0
30,0,1,Project Manager,6,110000.0
34,1,3,Research Director,12,170000.0
27,0,1,Software Engineer,3,75000.0
33,1,2,Marketing Manager,8,120000.0
29,0,1,Marketing Analyst,4,70000.0
25,1,0,Customer Service Representative,1,30000.0
36,0,3,Research Scientist,13,180000.0
39,1,1,Financial Manager,15,200000.0
26,0,1,Product Designer,1,50000.0
31,1,3,Data Scientist,8,140000.0
28,0,1,Marketing Analyst,3,65000.0
32,1,1,Product Manager,7,110000.0
24,0,0,Delivery Driver,0,28000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,210000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
29,0,1,Software Engineer,3,75000.0
32,1,2,Marketing Manager,8,120000.0
27,0,1,Product Manager,2,65000.0
30,1,3,Data Scientist,6,100000.0
36,0,1,Financial Analyst,11,150000.0
28,1,1,Marketing Coordinator,3,60000.0
33,0,2,Software Engineer,9,120000.0
26,1,1,Graphic Designer,1,45000.0
29,0,1,Product Manager,5,80000.0
35,1,3,Research Scientist,11,150000.0
27,0,1,Software Engineer,2,65000.0
31,1,1,Marketing Manager,7,100000.0
28,0,2,Financial Analyst,4,90000.0
24,1,1,Marketing Analyst,0,40000.0
30,0,1,Project Manager,6,110000.0
34,1,3,Research Director,12,170000.0
27,0,1,Software Engineer,3,75000.0
33,1,2,Marketing Manager,8,120000.0
29,0,1,Marketing Analyst,4,70000.0
25,1,0,Customer Service Representative,1,30000.0
36,0,3,Research Scientist,13,180000.0
39,1,1,Financial Manager,15,200000.0
26,0,1,Product Designer,1,50000.0
31,1,3,Data Scientist,8,140000.0
28,0,1,Marketing Analyst,3,65000.0
32,1,1,Product Manager,7,110000.0
24,0,0,Delivery Driver,0,28000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,210000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
27,0,3,Marketing Coordinator,7,120000.0
28,1,1,Marketing Coordinator,3,60000.0
33,0,2,Software Engineer,8,120000.0
27,1,1,Product Manager,2,65000.0
30,0,3,Data Scientist,6,100000.0
36,1,1,Financial Analyst,11,150000.0
29,0,1,Marketing Analyst,3,65000.0
32,1,2,Software Engineer,9,120000.0
26,0,1,Graphic Designer,1,45000.0
29,1,1,Product Manager,5,80000.0
35,0,3,Research Scientist,11,150000.0
27,0,1,Software Engineer,2,65000.0
31,1,1,Marketing Manager,7,100000.0
28,0,2,Financial Analyst,4,90000.0
24,1,1,Marketing Analyst,0,40000.0
30,0,1,Project Manager,6,110000.0
34,1,3,Research Director,12,170000.0
27,0,1,Software Engineer,3,75000.0
33,1,2,Marketing Manager,8,120000.0
29,0,1,Marketing Analyst,4,70000.0
25,1,0,Customer Service Representative,1,30000.0
36,0,3,Research Scientist,13,180000.0
39,1,1,Financial Manager,15,200000.0
26,0,1,Product Designer,1,50000.0
31,1,3,Data Scientist,8,140000.0
28,0,1,Marketing Analyst,3,65000.0
32,1,1,Product Manager,7,110000.0
24,0,0,Delivery Driver,0,28000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,210000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
34,0,3,Research Director,11,160000.0
28,1,1,Marketing Analyst,3,60000.0
32,0,1,Product Manager,7,120000.0
24,1,0,Receptionist,0,25000.0
37,0,2,Marketing Director,14,190000.0
39,1,1,Financial Manager,16,200000.0
26,0,1,Product Designer,2,55000.0
31,1,3,Data Scientist,8,140000.0
29,0,1,Marketing Analyst,4,70000.0
33,1,2,Marketing Manager,9,130000.0
27,0,1,Software Engineer,3,80000.0
36,1,3,Research Scientist,12,170000.0
25,0,1,Product Manager,1,60000.0
30,1,1,Marketing Coordinator,5,90000.0
